measurement,time,value
generated,2022-07-13 07:15:00, -0.0
generated,2022-07-13 07:30:00, -0.0
generated,2022-07-13 07:45:00, -0.0
generated,2022-07-13 08:00:00, -0.0
generated,2022-07-13 08:15:00, -0.0
generated,2022-07-13 08:30:00, -0.0
generated,2022-07-13 08:45:00, -0.0
generated,2022-07-13 09:00:00, -0.0
generated,2022-07-13 09:15:00, -0.0
generated,2022-07-13 09:30:00, -0.0
generated,2022-07-13 09:45:00, -0.0
generated,2022-07-13 10:00:00, -0.0
generated,2022-07-13 10:15:00, -0.0
generated,2022-07-13 10:30:00, -0.0
generated,2022-07-13 10:45:00, -0.0
generated,2022-07-13 11:00:00, -0.0
generated,2022-07-13 11:15:00, -0.0
generated,2022-07-13 11:30:00, -0.0
generated,2022-07-13 11:45:00, -0.0
generated,2022-07-13 12:00:00, -0.0
generated,2022-07-13 12:15:00, -0.0
generated,2022-07-13 12:30:00, -0.0
generated,2022-07-13 12:45:00, -0.0
generated,2022-07-13 13:00:00, -0.0
generated,2022-07-13 13:15:00, -0.0
generated,2022-07-13 13:30:00, -0.0
generated,2022-07-13 13:45:00, -0.0
generated,2022-07-13 14:00:00, -0.0
generated,2022-07-13 14:15:00, -0.0
generated,2022-07-13 14:30:00, -0.0
generated,2022-07-13 14:45:00, -0.0
generated,2022-07-13 15:00:00, -0.0
generated,2022-07-13 15:15:00, -0.0
generated,2022-07-13 15:30:00, -0.01
generated,2022-07-13 15:45:00, -0.1
generated,2022-07-13 16:00:00, -0.21
generated,2022-07-13 16:15:00, -0.37
generated,2022-07-13 16:30:00, -0.44
generated,2022-07-13 16:45:00, -0.54
generated,2022-07-13 17:00:00, -0.64
generated,2022-07-13 17:15:00, -0.76
generated,2022-07-13 17:30:00, -0.83
generated,2022-07-13 17:45:00, -0.91
generated,2022-07-13 18:00:00, -1.05
generated,2022-07-13 18:15:00, -1.11
generated,2022-07-13 18:30:00, -1.12
generated,2022-07-13 18:45:00, -1.24
generated,2022-07-13 19:00:00, -1.28
generated,2022-07-13 19:15:00, -1.33
generated,2022-07-13 19:30:00, -1.19
generated,2022-07-13 19:45:00, -0.49
generated,2022-07-13 20:00:00, -1.48
generated,2022-07-13 20:15:00, -1.56
generated,2022-07-13 20:30:00, -0.46
generated,2022-07-13 20:45:00, -1.47
generated,2022-07-13 21:00:00, -1.57
generated,2022-07-13 21:15:00, -0.61
generated,2022-07-13 21:30:00, -1.68
generated,2022-07-13 21:45:00, -0.82
generated,2022-07-13 22:00:00, -1.34
generated,2022-07-13 22:15:00, -1.21
generated,2022-07-13 22:30:00, -1.05
generated,2022-07-13 22:45:00, -1.24
generated,2022-07-13 23:00:00, -1.0
generated,2022-07-13 23:15:00, -1.08
generated,2022-07-13 23:30:00, -0.9
generated,2022-07-13 23:45:00, -0.85
generated,2022-07-14 00:00:00, -0.21
generated,2022-07-14 00:15:00, -0.94
generated,2022-07-14 00:30:00, -0.5
generated,2022-07-14 00:45:00, -0.58
generated,2022-07-14 01:00:00, -0.42
generated,2022-07-14 01:15:00, -0.25
generated,2022-07-14 01:30:00, -0.53
generated,2022-07-14 01:45:00, -0.0
generated,2022-07-14 02:00:00, -0.06
generated,2022-07-14 02:15:00, -0.37
generated,2022-07-14 02:30:00, -0.01
generated,2022-07-14 02:45:00, -0.02
generated,2022-07-14 03:00:00, -0.0
generated,2022-07-14 03:15:00, -0.0
generated,2022-07-14 03:30:00, -0.0
generated,2022-07-14 03:45:00, -0.0
generated,2022-07-14 04:00:00, -0.0
generated,2022-07-14 04:15:00, -0.0
generated,2022-07-14 04:30:00, -0.0
generated,2022-07-14 04:45:00, -0.0
generated,2022-07-14 05:00:00, -0.0
generated,2022-07-14 05:15:00, -0.0
generated,2022-07-14 05:30:00, -0.0
generated,2022-07-14 05:45:00, -0.0
generated,2022-07-14 06:00:00, -0.0
generated,2022-07-14 06:15:00, -0.0
generated,2022-07-14 06:30:00, -0.0
generated,2022-07-14 06:45:00, -0.0
delivered,2022-07-14 07:00:00, 0.26
delivered,2022-07-14 07:15:00, 0.25
delivered,2022-07-14 07:30:00, 0.26
delivered,2022-07-14 07:45:00, 0.28
delivered,2022-07-14 08:00:00, 0.28
delivered,2022-07-14 08:15:00, 0.28
delivered,2022-07-14 08:30:00, 0.27
delivered,2022-07-14 08:45:00, 0.28
delivered,2022-07-14 09:00:00, 0.26
delivered,2022-07-14 09:15:00, 0.25
delivered,2022-07-14 09:30:00, 0.27
delivered,2022-07-14 09:45:00, 0.26
delivered,2022-07-14 10:00:00, 0.29
delivered,2022-07-14 10:15:00, 0.28
delivered,2022-07-14 10:30:00, 0.28
delivered,2022-07-14 10:45:00, 0.29
delivered,2022-07-14 11:00:00, 0.27
delivered,2022-07-14 11:15:00, 0.28
delivered,2022-07-14 11:30:00, 0.28
delivered,2022-07-14 11:45:00, 0.27
delivered,2022-07-14 12:00:00, 0.25
delivered,2022-07-14 12:15:00, 0.27
delivered,2022-07-14 12:30:00, 0.29
delivered,2022-07-14 12:45:00, 0.28
delivered,2022-07-14 13:00:00, 0.31
delivered,2022-07-14 13:15:00, 0.27
delivered,2022-07-14 13:30:00, 0.26
delivered,2022-07-14 13:45:00, 0.25
delivered,2022-07-14 14:00:00, 0.21
delivered,2022-07-14 14:15:00, 0.2
delivered,2022-07-14 14:30:00, 0.22
delivered,2022-07-14 14:45:00, 0.2
delivered,2022-07-14 15:00:00, 0.17
delivered,2022-07-14 15:15:00, 0.1
delivered,2022-07-14 15:30:00, 0.02
delivered,2022-07-14 15:45:00, 0.0
delivered,2022-07-14 16:00:00, 0.0
delivered,2022-07-14 16:15:00, 0.0
delivered,2022-07-14 16:30:00, 0.0
delivered,2022-07-14 16:45:00, 0.0
delivered,2022-07-14 17:00:00, 0.0
delivered,2022-07-14 17:15:00, 0.0
delivered,2022-07-14 17:30:00, 0.0
delivered,2022-07-14 17:45:00, 0.0
delivered,2022-07-14 18:00:00, 0.19
delivered,2022-07-14 18:15:00, 0.07
delivered,2022-07-14 18:30:00, 0.0
delivered,2022-07-14 18:45:00, 0.35
delivered,2022-07-14 19:00:00, 0.26
delivered,2022-07-14 19:15:00, 0.0
delivered,2022-07-14 19:30:00, 0.17
delivered,2022-07-14 19:45:00, 0.08
delivered,2022-07-14 20:00:00, 0.0
delivered,2022-07-14 20:15:00, 0.08
delivered,2022-07-14 20:30:00, 0.0
delivered,2022-07-14 20:45:00, 0.05
delivered,2022-07-14 21:00:00, 0.57
delivered,2022-07-14 21:15:00, 0.0
delivered,2022-07-14 21:30:00, 0.42
delivered,2022-07-14 21:45:00, 0.12
delivered,2022-07-14 22:00:00, 0.0
delivered,2022-07-14 22:15:00, 0.02
delivered,2022-07-14 22:30:00, 0.0
delivered,2022-07-14 22:45:00, 0.0
delivered,2022-07-14 23:00:00, 0.0
delivered,2022-07-14 23:15:00, 0.0
delivered,2022-07-14 23:30:00, 0.0
delivered,2022-07-14 23:45:00, 0.0
delivered,2022-07-15 00:00:00, 0.0
delivered,2022-07-15 00:15:00, 0.0
delivered,2022-07-15 00:30:00, 0.0
delivered,2022-07-15 00:45:00, 0.0
delivered,2022-07-15 01:00:00, 0.06
delivered,2022-07-15 01:15:00, 0.04
delivered,2022-07-15 01:30:00, 0.23
delivered,2022-07-15 01:45:00, 0.43
delivered,2022-07-15 02:00:00, 0.56
delivered,2022-07-15 02:15:00, 0.0
delivered,2022-07-15 02:30:00, 0.9
delivered,2022-07-15 02:45:00, 0.13
delivered,2022-07-15 03:00:00, 0.14
delivered,2022-07-15 03:15:00, 0.31
delivered,2022-07-15 03:30:00, 0.96
delivered,2022-07-15 03:45:00, 0.12
delivered,2022-07-15 04:00:00, 0.12
delivered,2022-07-15 04:15:00, 0.12
delivered,2022-07-15 04:30:00, 0.12
delivered,2022-07-15 04:45:00, 0.11
delivered,2022-07-15 05:00:00, 0.26
delivered,2022-07-15 05:15:00, 0.28
delivered,2022-07-15 05:30:00, 0.28
delivered,2022-07-15 05:45:00, 0.28
delivered,2022-07-15 06:00:00, 0.29
delivered,2022-07-15 06:15:00, 0.28
delivered,2022-07-15 06:30:00, 0.28
delivered,2022-07-15 06:45:00, 0.27
generated,2022-07-14 07:00:00, -0.0
generated,2022-07-14 07:15:00, -0.0
generated,2022-07-14 07:30:00, -0.0
generated,2022-07-14 07:45:00, -0.0
generated,2022-07-14 08:00:00, -0.0
generated,2022-07-14 08:15:00, -0.0
generated,2022-07-14 08:30:00, -0.0
generated,2022-07-14 08:45:00, -0.0
generated,2022-07-14 09:00:00, -0.0
generated,2022-07-14 09:15:00, -0.0
generated,2022-07-14 09:30:00, -0.0
generated,2022-07-14 09:45:00, -0.0
generated,2022-07-14 10:00:00, -0.0
generated,2022-07-14 10:15:00, -0.0
generated,2022-07-14 10:30:00, -0.0
generated,2022-07-14 10:45:00, -0.0
generated,2022-07-14 11:00:00, -0.0
generated,2022-07-14 11:15:00, -0.0
generated,2022-07-14 11:30:00, -0.0
generated,2022-07-14 11:45:00, -0.0
generated,2022-07-14 12:00:00, -0.0
generated,2022-07-14 12:15:00, -0.0
generated,2022-07-14 12:30:00, -0.0
generated,2022-07-14 12:45:00, -0.0
generated,2022-07-14 13:00:00, -0.0
generated,2022-07-14 13:15:00, -0.0
generated,2022-07-14 13:30:00, -0.0
generated,2022-07-14 13:45:00, -0.0
generated,2022-07-14 14:00:00, -0.0
generated,2022-07-14 14:15:00, -0.0
generated,2022-07-14 14:30:00, -0.0
generated,2022-07-14 14:45:00, -0.0
generated,2022-07-14 15:00:00, -0.0
generated,2022-07-14 15:15:00, -0.0
generated,2022-07-14 15:30:00, -0.0
generated,2022-07-14 15:45:00, -0.1
generated,2022-07-14 16:00:00, -0.21
generated,2022-07-14 16:15:00, -0.32
generated,2022-07-14 16:30:00, -0.42
generated,2022-07-14 16:45:00, -0.51
generated,2022-07-14 17:00:00, -0.62
generated,2022-07-14 17:15:00, -0.72
generated,2022-07-14 17:30:00, -0.82
generated,2022-07-14 17:45:00, -0.93
generated,2022-07-14 18:00:00, -0.26
generated,2022-07-14 18:15:00, -0.67
generated,2022-07-14 18:30:00, -0.91
generated,2022-07-14 18:45:00, -0.55
generated,2022-07-14 19:00:00, -0.35
generated,2022-07-14 19:15:00, -0.75
generated,2022-07-14 19:30:00, -0.31
generated,2022-07-14 19:45:00, -0.4
generated,2022-07-14 20:00:00, -1.03
generated,2022-07-14 20:15:00, -0.55
generated,2022-07-14 20:30:00, -1.18
generated,2022-07-14 20:45:00, -0.18
generated,2022-07-14 21:00:00, -0.17
generated,2022-07-14 21:15:00, -0.15
generated,2022-07-14 21:30:00, -0.04
generated,2022-07-14 21:45:00, -0.72
generated,2022-07-14 22:00:00, -1.74
generated,2022-07-14 22:15:00, -0.31
generated,2022-07-14 22:30:00, -1.33
generated,2022-07-14 22:45:00, -1.2
generated,2022-07-14 23:00:00, -0.4
generated,2022-07-14 23:15:00, -0.44
generated,2022-07-14 23:30:00, -1.18
generated,2022-07-14 23:45:00, -0.86
generated,2022-07-15 00:00:00, -0.27
generated,2022-07-15 00:15:00, -0.19
generated,2022-07-15 00:30:00, -0.35
generated,2022-07-15 00:45:00, -1.2
generated,2022-07-15 01:00:00, -0.0
generated,2022-07-15 01:15:00, -0.67
generated,2022-07-15 01:30:00, -0.11
generated,2022-07-15 01:45:00, -0.0
generated,2022-07-15 02:00:00, -0.04
generated,2022-07-15 02:15:00, -0.22
generated,2022-07-15 02:30:00, -0.04
generated,2022-07-15 02:45:00, -0.0
generated,2022-07-15 03:00:00, -0.0
generated,2022-07-15 03:15:00, -0.0
generated,2022-07-15 03:30:00, -0.0
generated,2022-07-15 03:45:00, -0.0
generated,2022-07-15 04:00:00, -0.0
generated,2022-07-15 04:15:00, -0.0
generated,2022-07-15 04:30:00, -0.0
generated,2022-07-15 04:45:00, -0.0
generated,2022-07-15 05:00:00, -0.0
generated,2022-07-15 05:15:00, -0.0
generated,2022-07-15 05:30:00, -0.0
generated,2022-07-15 05:45:00, -0.0
generated,2022-07-15 06:00:00, -0.0
generated,2022-07-15 06:15:00, -0.0
generated,2022-07-15 06:30:00, -0.0
generated,2022-07-15 06:45:00, -0.0
delivered,2022-07-15 07:00:00, 0.26
delivered,2022-07-15 07:15:00, 0.27
delivered,2022-07-15 07:30:00, 0.29
delivered,2022-07-15 07:45:00, 0.29
delivered,2022-07-15 08:00:00, 0.29
delivered,2022-07-15 08:15:00, 0.29
delivered,2022-07-15 08:30:00, 0.28
delivered,2022-07-15 08:45:00, 0.29
delivered,2022-07-15 09:00:00, 0.27
delivered,2022-07-15 09:15:00, 0.26
delivered,2022-07-15 09:30:00, 0.28
delivered,2022-07-15 09:45:00, 0.29
delivered,2022-07-15 10:00:00, 0.3
delivered,2022-07-15 10:15:00, 0.28
delivered,2022-07-15 10:30:00, 0.29
delivered,2022-07-15 10:45:00, 0.29
delivered,2022-07-15 11:00:00, 0.27
delivered,2022-07-15 11:15:00, 0.26
delivered,2022-07-15 11:30:00, 0.28
delivered,2022-07-15 11:45:00, 0.3
delivered,2022-07-15 12:00:00, 0.29
delivered,2022-07-15 12:15:00, 0.29
delivered,2022-07-15 12:30:00, 0.29
delivered,2022-07-15 12:45:00, 0.29
delivered,2022-07-15 13:00:00, 0.28
delivered,2022-07-15 13:15:00, 0.24
delivered,2022-07-15 13:30:00, 0.25
delivered,2022-07-15 13:45:00, 0.26
delivered,2022-07-15 14:00:00, 0.24
delivered,2022-07-15 14:15:00, 0.23
delivered,2022-07-15 14:30:00, 0.21
delivered,2022-07-15 14:45:00, 0.2
delivered,2022-07-15 15:00:00, 0.16
delivered,2022-07-15 15:15:00, 0.09
delivered,2022-07-15 15:30:00, 0.02
delivered,2022-07-15 15:45:00, 0.0
delivered,2022-07-15 16:00:00, 0.0
delivered,2022-07-15 16:15:00, 0.0
delivered,2022-07-15 16:30:00, 0.0
delivered,2022-07-15 16:45:00, 0.0
delivered,2022-07-15 17:00:00, 0.0
delivered,2022-07-15 17:15:00, 0.1
delivered,2022-07-15 17:30:00, 0.29
delivered,2022-07-15 17:45:00, 0.0
delivered,2022-07-15 18:00:00, 0.06
delivered,2022-07-15 18:15:00, 0.17
delivered,2022-07-15 18:30:00, 0.0
delivered,2022-07-15 18:45:00, 0.03
delivered,2022-07-15 19:00:00, 0.04
delivered,2022-07-15 19:15:00, 0.0
delivered,2022-07-15 19:30:00, 0.0
delivered,2022-07-15 19:45:00, 0.24
delivered,2022-07-15 20:00:00, 0.0
delivered,2022-07-15 20:15:00, 0.01
delivered,2022-07-15 20:30:00, 0.0
delivered,2022-07-15 20:45:00, 0.0
delivered,2022-07-15 21:00:00, 0.0
delivered,2022-07-15 21:15:00, 0.0
delivered,2022-07-15 21:30:00, 0.0
delivered,2022-07-15 21:45:00, 0.0
delivered,2022-07-15 22:00:00, 0.0
delivered,2022-07-15 22:15:00, 0.0
delivered,2022-07-15 22:30:00, 0.0
delivered,2022-07-15 22:45:00, 0.0
delivered,2022-07-15 23:00:00, 0.0
delivered,2022-07-15 23:15:00, 0.0
delivered,2022-07-15 23:30:00, 0.0
delivered,2022-07-15 23:45:00, 0.0
delivered,2022-07-16 00:00:00, 0.0
delivered,2022-07-16 00:15:00, 0.0
delivered,2022-07-16 00:30:00, 0.02
delivered,2022-07-16 00:45:00, 0.1
delivered,2022-07-16 01:00:00, 0.02
delivered,2022-07-16 01:15:00, 0.33
delivered,2022-07-16 01:30:00, 0.35
delivered,2022-07-16 01:45:00, 0.28
delivered,2022-07-16 02:00:00, 0.59
delivered,2022-07-16 02:15:00, 0.34
delivered,2022-07-16 02:30:00, 0.72
delivered,2022-07-16 02:45:00, 0.09
delivered,2022-07-16 03:00:00, 0.71
delivered,2022-07-16 03:15:00, 0.63
delivered,2022-07-16 03:30:00, 0.12
delivered,2022-07-16 03:45:00, 0.1
delivered,2022-07-16 04:00:00, 0.09
delivered,2022-07-16 04:15:00, 0.12
delivered,2022-07-16 04:30:00, 1.13
delivered,2022-07-16 04:45:00, 0.14
delivered,2022-07-16 05:00:00, 0.26
delivered,2022-07-16 05:15:00, 0.27
delivered,2022-07-16 05:30:00, 0.27
delivered,2022-07-16 05:45:00, 0.25
delivered,2022-07-16 06:00:00, 0.26
delivered,2022-07-16 06:15:00, 0.28
delivered,2022-07-16 06:30:00, 0.29
delivered,2022-07-16 06:45:00, 0.29
generated,2022-07-15 07:00:00, -0.0
generated,2022-07-15 07:15:00, -0.0
generated,2022-07-15 07:30:00, -0.0
generated,2022-07-15 07:45:00, -0.0
generated,2022-07-15 08:00:00, -0.0
generated,2022-07-15 08:15:00, -0.0
generated,2022-07-15 08:30:00, -0.0
generated,2022-07-15 08:45:00, -0.0
generated,2022-07-15 09:00:00, -0.0
generated,2022-07-15 09:15:00, -0.0
generated,2022-07-15 09:30:00, -0.0
generated,2022-07-15 09:45:00, -0.0
generated,2022-07-15 10:00:00, -0.0
generated,2022-07-15 10:15:00, -0.0
generated,2022-07-15 10:30:00, -0.0
generated,2022-07-15 10:45:00, -0.0
generated,2022-07-15 11:00:00, -0.0
generated,2022-07-15 11:15:00, -0.0
generated,2022-07-15 11:30:00, -0.0
generated,2022-07-15 11:45:00, -0.0
generated,2022-07-15 12:00:00, -0.0
generated,2022-07-15 12:15:00, -0.0
generated,2022-07-15 12:30:00, -0.0
generated,2022-07-15 12:45:00, -0.0
generated,2022-07-15 13:00:00, -0.0
generated,2022-07-15 13:15:00, -0.0
generated,2022-07-15 13:30:00, -0.0
generated,2022-07-15 13:45:00, -0.0
generated,2022-07-15 14:00:00, -0.0
generated,2022-07-15 14:15:00, -0.0
generated,2022-07-15 14:30:00, -0.0
generated,2022-07-15 14:45:00, -0.0
generated,2022-07-15 15:00:00, -0.0
generated,2022-07-15 15:15:00, -0.0
generated,2022-07-15 15:30:00, -0.0
generated,2022-07-15 15:45:00, -0.07
generated,2022-07-15 16:00:00, -0.17
generated,2022-07-15 16:15:00, -0.31
generated,2022-07-15 16:30:00, -0.42
generated,2022-07-15 16:45:00, -0.52
generated,2022-07-15 17:00:00, -0.65
generated,2022-07-15 17:15:00, -0.59
generated,2022-07-15 17:30:00, -0.31
generated,2022-07-15 17:45:00, -0.91
generated,2022-07-15 18:00:00, -0.77
generated,2022-07-15 18:15:00, -0.33
generated,2022-07-15 18:30:00, -1.14
generated,2022-07-15 18:45:00, -0.89
generated,2022-07-15 19:00:00, -0.37
generated,2022-07-15 19:15:00, -1.31
generated,2022-07-15 19:30:00, -0.63
generated,2022-07-15 19:45:00, -0.82
generated,2022-07-15 20:00:00, -1.59
generated,2022-07-15 20:15:00, -0.4
generated,2022-07-15 20:30:00, -1.23
generated,2022-07-15 20:45:00, -1.02
generated,2022-07-15 21:00:00, -0.46
generated,2022-07-15 21:15:00, -1.58
generated,2022-07-15 21:30:00, -0.53
generated,2022-07-15 21:45:00, -0.93
generated,2022-07-15 22:00:00, -1.37
generated,2022-07-15 22:15:00, -0.48
generated,2022-07-15 22:30:00, -1.35
generated,2022-07-15 22:45:00, -0.84
generated,2022-07-15 23:00:00, -0.33
generated,2022-07-15 23:15:00, -1.05
generated,2022-07-15 23:30:00, -0.81
generated,2022-07-15 23:45:00, -0.19
generated,2022-07-16 00:00:00, -0.34
generated,2022-07-16 00:15:00, -1.09
generated,2022-07-16 00:30:00, -0.0
generated,2022-07-16 00:45:00, -0.0
generated,2022-07-16 01:00:00, -0.87
generated,2022-07-16 01:15:00, -0.03
generated,2022-07-16 01:30:00, -0.24
generated,2022-07-16 01:45:00, -0.24
generated,2022-07-16 02:00:00, -0.06
generated,2022-07-16 02:15:00, -0.26
generated,2022-07-16 02:30:00, -0.0
generated,2022-07-16 02:45:00, -0.0
generated,2022-07-16 03:00:00, -0.0
generated,2022-07-16 03:15:00, -0.0
generated,2022-07-16 03:30:00, -0.0
generated,2022-07-16 03:45:00, -0.0
generated,2022-07-16 04:00:00, -0.0
generated,2022-07-16 04:15:00, -0.0
generated,2022-07-16 04:30:00, -0.0
generated,2022-07-16 04:45:00, -0.0
generated,2022-07-16 05:00:00, -0.0
generated,2022-07-16 05:15:00, -0.0
generated,2022-07-16 05:30:00, -0.0
generated,2022-07-16 05:45:00, -0.0
generated,2022-07-16 06:00:00, -0.0
generated,2022-07-16 06:15:00, -0.0
generated,2022-07-16 06:30:00, -0.0
generated,2022-07-16 06:45:00, -0.0